AREA,FORECAST,DATE,TIME,Count
Punggol,Showers,2024-03-21,17:29:38,71
Queenstown,Thundery Showers,2024-03-21,17:29:38,16
Seletar,Showers,2024-03-21,17:29:38,31
Sembawang,Showers,2024-03-21,17:29:38,84
Sengkang,Showers,2024-03-21,17:29:38,70
Sentosa,Thundery Showers,2024-03-21,17:29:38,5
Serangoon,Showers,2024-03-21,17:29:38,54
Sungei Kadut,Showers,2024-03-21,17:29:38,19
Tampines,Showers,2024-03-21,17:29:38,90
Tanglin,Thundery Showers,2024-03-21,17:29:38,18
Tengah,Showers,2024-03-21,17:29:38,3
Toa Payoh,Showers,2024-03-21,17:29:38,53
Tuas,Showers,2024-03-21,17:29:38,6
Woodlands,Showers,2024-03-21,17:29:38,94
Yishun,Showers,2024-03-21,17:29:38,84
Ang Mo Kio,Showers,2024-03-21,17:44:38,80
Bedok,Showers,2024-03-21,17:44:38,81
Bishan,Showers,2024-03-21,17:44:38,21
Boon Lay,Showers,2024-03-21,17:44:38,1
Bukit Batok,Showers,2024-03-21,17:44:38,41
Bukit Merah,Thundery Showers,2024-03-21,17:44:38,50
Bukit Panjang,Showers,2024-03-21,17:44:38,29
Bukit Timah,Showers,2024-03-21,17:44:38,22
Central Water Catchment,Showers,2024-03-21,17:44:38,2
Changi,Showers,2024-03-21,17:44:38,347
Choa Chu Kang,Showers,2024-03-21,17:44:38,38
City,Showers,2024-03-21,17:44:38,169
Clementi,Showers,2024-03-21,17:44:38,27
Geylang,Showers,2024-03-21,17:44:38,65
Hougang,Showers,2024-03-21,17:44:38,31
Jalan Bahar,Showers,2024-03-21,17:44:38,6
Jurong East,Showers,2024-03-21,17:44:38,30
Jurong West,Showers,2024-03-21,17:44:38,50
Kallang,Showers,2024-03-21,17:44:38,64
Mandai,Showers,2024-03-21,17:44:38,2
Marine Parade,Showers,2024-03-21,17:44:38,22
Novena,Showers,2024-03-21,17:44:38,15
Pasir Ris,Showers,2024-03-21,17:44:38,65
Paya Lebar,Showers,2024-03-21,17:44:38,16
Pioneer,Showers,2024-03-21,17:44:38,5
Punggol,Showers,2024-03-21,17:44:38,63
Queenstown,Thundery Showers,2024-03-21,17:44:38,20
Seletar,Showers,2024-03-21,17:44:38,19
Sembawang,Showers,2024-03-21,17:44:38,62
Sengkang,Showers,2024-03-21,17:44:38,66
Sentosa,Thundery Showers,2024-03-21,17:44:38,4
Serangoon,Showers,2024-03-21,17:44:38,57
Sungei Kadut,Showers,2024-03-21,17:44:38,10
Tampines,Showers,2024-03-21,17:44:38,97
Tanglin,Thundery Showers,2024-03-21,17:44:38,16
Tengah,Showers,2024-03-21,17:44:38,2
Toa Payoh,Showers,2024-03-21,17:44:38,51
Tuas,Showers,2024-03-21,17:44:38,1
Woodlands,Showers,2024-03-21,17:44:38,81
Yishun,Showers,2024-03-21,17:44:38,66
Ang Mo Kio,Showers,2024-03-21,17:59:39,77
Bedok,Showers,2024-03-21,17:59:39,81
Bishan,Showers,2024-03-21,17:59:39,26
Boon Lay,Showers,2024-03-21,17:59:39,1
Bukit Batok,Showers,2024-03-21,17:59:39,50
Bukit Merah,Thundery Showers,2024-03-21,17:59:39,53
Bukit Panjang,Showers,2024-03-21,17:59:39,27
Bukit Timah,Showers,2024-03-21,17:59:39,11
Central Water Catchment,Showers,2024-03-21,17:59:39,1
Changi,Showers,2024-03-21,17:59:39,402
Choa Chu Kang,Showers,2024-03-21,17:59:39,45
City,Showers,2024-03-21,17:59:39,177
Clementi,Showers,2024-03-21,17:59:39,27
Geylang,Showers,2024-03-21,17:59:39,71
Hougang,Showers,2024-03-21,17:59:39,47
Jalan Bahar,Showers,2024-03-21,17:59:39,6
Jurong East,Showers,2024-03-21,17:59:39,32
Jurong West,Showers,2024-03-21,17:59:39,44
Kallang,Showers,2024-03-21,17:59:39,73
Mandai,Showers,2024-03-21,17:59:39,9
Marine Parade,Showers,2024-03-21,17:59:39,18
Novena,Showers,2024-03-21,17:59:39,12
Pasir Ris,Showers,2024-03-21,17:59:39,62
Paya Lebar,Showers,2024-03-21,17:59:39,15
Pioneer,Showers,2024-03-21,17:59:39,5
Punggol,Showers,2024-03-21,17:59:39,74
Queenstown,Thundery Showers,2024-03-21,17:59:39,31
Seletar,Showers,2024-03-21,17:59:39,25
Sembawang,Showers,2024-03-21,17:59:39,66
Sengkang,Showers,2024-03-21,17:59:39,73
Sentosa,Thundery Showers,2024-03-21,17:59:39,7
Serangoon,Showers,2024-03-21,17:59:39,59
Sungei Kadut,Showers,2024-03-21,17:59:39,13
Tampines,Showers,2024-03-21,17:59:39,81
Tanglin,Thundery Showers,2024-03-21,17:59:39,18
Tengah,Showers,2024-03-21,17:59:39,2
Toa Payoh,Showers,2024-03-21,17:59:39,43
Tuas,Showers,2024-03-21,17:59:39,3
Woodlands,Showers,2024-03-21,17:59:39,83
Yishun,Showers,2024-03-21,17:59:39,75
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,18:14:10,74
Bedok,Partly Cloudy (Night),2024-03-21,18:14:10,70
Bishan,Partly Cloudy (Night),2024-03-21,18:14:10,22
Bukit Batok,Partly Cloudy (Night),2024-03-21,18:14:10,45
Bukit Merah,Partly Cloudy (Night),2024-03-21,18:14:10,34
Bukit Panjang,Partly Cloudy (Night),2024-03-21,18:14:10,30
Bukit Timah,Partly Cloudy (Night),2024-03-21,18:14:10,21
Changi,Partly Cloudy (Night),2024-03-21,18:14:10,333
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,18:14:10,36
City,Partly Cloudy (Night),2024-03-21,18:14:10,186
Clementi,Partly Cloudy (Night),2024-03-21,18:14:10,24
Geylang,Partly Cloudy (Night),2024-03-21,18:14:10,65
Hougang,Partly Cloudy (Night),2024-03-21,18:14:10,36
Jalan Bahar,Partly Cloudy (Night),2024-03-21,18:14:10,4
Jurong East,Partly Cloudy (Night),2024-03-21,18:14:10,30
Jurong Island,Partly Cloudy (Night),2024-03-21,18:14:10,1
Jurong West,Partly Cloudy (Night),2024-03-21,18:14:10,50
Kallang,Partly Cloudy (Night),2024-03-21,18:14:10,49
Mandai,Partly Cloudy (Night),2024-03-21,18:14:10,7
Marine Parade,Partly Cloudy (Night),2024-03-21,18:14:10,22
Novena,Partly Cloudy (Night),2024-03-21,18:14:10,22
Pasir Ris,Partly Cloudy (Night),2024-03-21,18:14:10,49
Paya Lebar,Partly Cloudy (Night),2024-03-21,18:14:10,16
Pioneer,Partly Cloudy (Night),2024-03-21,18:14:10,5
Punggol,Partly Cloudy (Night),2024-03-21,18:14:10,62
Queenstown,Partly Cloudy (Night),2024-03-21,18:14:10,24
Seletar,Partly Cloudy (Night),2024-03-21,18:14:10,18
Sembawang,Partly Cloudy (Night),2024-03-21,18:14:10,41
Sengkang,Partly Cloudy (Night),2024-03-21,18:14:10,66
Sentosa,Partly Cloudy (Night),2024-03-21,18:14:10,6
Serangoon,Partly Cloudy (Night),2024-03-21,18:14:10,40
Sungei Kadut,Partly Cloudy (Night),2024-03-21,18:14:10,12
Tampines,Partly Cloudy (Night),2024-03-21,18:14:10,107
Tanglin,Partly Cloudy (Night),2024-03-21,18:14:10,18
Tengah,Partly Cloudy (Night),2024-03-21,18:14:10,1
Toa Payoh,Partly Cloudy (Night),2024-03-21,18:14:10,27
Tuas,Partly Cloudy (Night),2024-03-21,18:14:10,4
Woodlands,Partly Cloudy (Night),2024-03-21,18:14:10,43
Yishun,Partly Cloudy (Night),2024-03-21,18:14:10,55
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,18:29:10,78
Bedok,Partly Cloudy (Night),2024-03-21,18:29:10,84
Bishan,Partly Cloudy (Night),2024-03-21,18:29:10,20
Boon Lay,Partly Cloudy (Night),2024-03-21,18:29:10,1
Bukit Batok,Partly Cloudy (Night),2024-03-21,18:29:10,42
Bukit Merah,Partly Cloudy (Night),2024-03-21,18:29:10,50
Bukit Panjang,Partly Cloudy (Night),2024-03-21,18:29:10,30
Bukit Timah,Partly Cloudy (Night),2024-03-21,18:29:10,18
Central Water Catchment,Partly Cloudy (Night),2024-03-21,18:29:10,2
Changi,Partly Cloudy (Night),2024-03-21,18:29:10,290
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,18:29:10,47
City,Partly Cloudy (Night),2024-03-21,18:29:10,151
Clementi,Partly Cloudy (Night),2024-03-21,18:29:10,30
Geylang,Partly Cloudy (Night),2024-03-21,18:29:10,73
Hougang,Partly Cloudy (Night),2024-03-21,18:29:10,45
Jalan Bahar,Partly Cloudy (Night),2024-03-21,18:29:10,6
Jurong East,Partly Cloudy (Night),2024-03-21,18:29:10,27
Jurong Island,Partly Cloudy (Night),2024-03-21,18:29:10,2
Jurong West,Partly Cloudy (Night),2024-03-21,18:29:10,49
Kallang,Partly Cloudy (Night),2024-03-21,18:29:10,67
Mandai,Partly Cloudy (Night),2024-03-21,18:29:10,8
Marine Parade,Partly Cloudy (Night),2024-03-21,18:29:10,34
Novena,Partly Cloudy (Night),2024-03-21,18:29:10,15
Pasir Ris,Partly Cloudy (Night),2024-03-21,18:29:10,68
Paya Lebar,Partly Cloudy (Night),2024-03-21,18:29:10,10
Pioneer,Partly Cloudy (Night),2024-03-21,18:29:10,10
Pulau Ubin,Partly Cloudy (Night),2024-03-21,18:29:10,1
Punggol,Partly Cloudy (Night),2024-03-21,18:29:10,73
Queenstown,Partly Cloudy (Night),2024-03-21,18:29:10,23
Seletar,Partly Cloudy (Night),2024-03-21,18:29:10,25
Sembawang,Partly Cloudy (Night),2024-03-21,18:29:10,40
Sengkang,Partly Cloudy (Night),2024-03-21,18:29:10,63
Sentosa,Partly Cloudy (Night),2024-03-21,18:29:10,7
Serangoon,Partly Cloudy (Night),2024-03-21,18:29:10,56
Sungei Kadut,Partly Cloudy (Night),2024-03-21,18:29:10,8
Tampines,Partly Cloudy (Night),2024-03-21,18:29:10,101
Tanglin,Partly Cloudy (Night),2024-03-21,18:29:10,16
Tengah,Partly Cloudy (Night),2024-03-21,18:29:10,4
Toa Payoh,Partly Cloudy (Night),2024-03-21,18:29:10,48
Tuas,Partly Cloudy (Night),2024-03-21,18:29:10,6
Woodlands,Partly Cloudy (Night),2024-03-21,18:29:10,63
Yishun,Partly Cloudy (Night),2024-03-21,18:29:10,73
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,18:44:41,75
Bedok,Partly Cloudy (Night),2024-03-21,18:44:41,84
Bishan,Partly Cloudy (Night),2024-03-21,18:44:41,21
Boon Lay,Partly Cloudy (Night),2024-03-21,18:44:41,1
Bukit Batok,Partly Cloudy (Night),2024-03-21,18:44:41,38
Bukit Merah,Partly Cloudy (Night),2024-03-21,18:44:41,51
Bukit Panjang,Partly Cloudy (Night),2024-03-21,18:44:41,29
Bukit Timah,Partly Cloudy (Night),2024-03-21,18:44:41,22
Changi,Partly Cloudy (Night),2024-03-21,18:44:41,306
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,18:44:41,54
City,Partly Cloudy (Night),2024-03-21,18:44:41,163
Clementi,Partly Cloudy (Night),2024-03-21,18:44:41,19
Geylang,Partly Cloudy (Night),2024-03-21,18:44:41,61
Hougang,Partly Cloudy (Night),2024-03-21,18:44:41,50
Jalan Bahar,Partly Cloudy (Night),2024-03-21,18:44:41,7
Jurong East,Partly Cloudy (Night),2024-03-21,18:44:41,31
Jurong Island,Partly Cloudy (Night),2024-03-21,18:44:41,1
Jurong West,Partly Cloudy (Night),2024-03-21,18:44:41,50
Kallang,Partly Cloudy (Night),2024-03-21,18:44:41,73
Mandai,Partly Cloudy (Night),2024-03-21,18:44:41,7
Marine Parade,Partly Cloudy (Night),2024-03-21,18:44:41,29
Novena,Partly Cloudy (Night),2024-03-21,18:44:41,10
Pasir Ris,Partly Cloudy (Night),2024-03-21,18:44:41,61
Paya Lebar,Partly Cloudy (Night),2024-03-21,18:44:41,12
Pioneer,Partly Cloudy (Night),2024-03-21,18:44:41,3
Pulau Ubin,Partly Cloudy (Night),2024-03-21,18:44:41,1
Punggol,Partly Cloudy (Night),2024-03-21,18:44:41,63
Queenstown,Partly Cloudy (Night),2024-03-21,18:44:41,18
Seletar,Partly Cloudy (Night),2024-03-21,18:44:41,22
Sembawang,Partly Cloudy (Night),2024-03-21,18:44:41,38
Sengkang,Partly Cloudy (Night),2024-03-21,18:44:41,60
Sentosa,Partly Cloudy (Night),2024-03-21,18:44:41,11
Serangoon,Partly Cloudy (Night),2024-03-21,18:44:41,65
Sungei Kadut,Partly Cloudy (Night),2024-03-21,18:44:41,12
Tampines,Partly Cloudy (Night),2024-03-21,18:44:41,81
Tanglin,Partly Cloudy (Night),2024-03-21,18:44:41,20
Tengah,Partly Cloudy (Night),2024-03-21,18:44:41,3
Toa Payoh,Partly Cloudy (Night),2024-03-21,18:44:41,39
Tuas,Partly Cloudy (Night),2024-03-21,18:44:41,6
Woodlands,Partly Cloudy (Night),2024-03-21,18:44:41,71
Yishun,Partly Cloudy (Night),2024-03-21,18:44:41,63
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,18:59:41,79
Bedok,Partly Cloudy (Night),2024-03-21,18:59:41,85
Bishan,Partly Cloudy (Night),2024-03-21,18:59:41,21
Boon Lay,Partly Cloudy (Night),2024-03-21,18:59:41,2
Bukit Batok,Partly Cloudy (Night),2024-03-21,18:59:41,61
Bukit Merah,Partly Cloudy (Night),2024-03-21,18:59:41,47
Bukit Panjang,Partly Cloudy (Night),2024-03-21,18:59:41,28
Bukit Timah,Partly Cloudy (Night),2024-03-21,18:59:41,20
Central Water Catchment,Partly Cloudy (Night),2024-03-21,18:59:41,1
Changi,Partly Cloudy (Night),2024-03-21,18:59:41,288
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,18:59:41,64
City,Partly Cloudy (Night),2024-03-21,18:59:41,218
Clementi,Partly Cloudy (Night),2024-03-21,18:59:41,26
Geylang,Partly Cloudy (Night),2024-03-21,18:59:41,54
Hougang,Partly Cloudy (Night),2024-03-21,18:59:41,36
Jalan Bahar,Partly Cloudy (Night),2024-03-21,18:59:41,7
Jurong East,Partly Cloudy (Night),2024-03-21,18:59:41,24
Jurong Island,Partly Cloudy (Night),2024-03-21,18:59:41,1
Jurong West,Partly Cloudy (Night),2024-03-21,18:59:41,48
Kallang,Partly Cloudy (Night),2024-03-21,18:59:41,69
Marine Parade,Partly Cloudy (Night),2024-03-21,18:59:41,34
Novena,Partly Cloudy (Night),2024-03-21,18:59:41,22
Pasir Ris,Partly Cloudy (Night),2024-03-21,18:59:41,63
Paya Lebar,Partly Cloudy (Night),2024-03-21,18:59:41,11
Pioneer,Partly Cloudy (Night),2024-03-21,18:59:41,17
Pulau Ubin,Partly Cloudy (Night),2024-03-21,18:59:41,1
Punggol,Partly Cloudy (Night),2024-03-21,18:59:41,56
Queenstown,Partly Cloudy (Night),2024-03-21,18:59:41,15
Seletar,Partly Cloudy (Night),2024-03-21,18:59:41,20
Sembawang,Partly Cloudy (Night),2024-03-21,18:59:41,37
Sengkang,Partly Cloudy (Night),2024-03-21,18:59:41,52
Sentosa,Partly Cloudy (Night),2024-03-21,18:59:41,12
Serangoon,Partly Cloudy (Night),2024-03-21,18:59:41,58
Sungei Kadut,Partly Cloudy (Night),2024-03-21,18:59:41,12
Tampines,Partly Cloudy (Night),2024-03-21,18:59:41,73
Tanglin,Partly Cloudy (Night),2024-03-21,18:59:41,23
Tengah,Partly Cloudy (Night),2024-03-21,18:59:41,6
Toa Payoh,Partly Cloudy (Night),2024-03-21,18:59:41,38
Tuas,Partly Cloudy (Night),2024-03-21,18:59:41,4
Woodlands,Partly Cloudy (Night),2024-03-21,18:59:41,80
Yishun,Partly Cloudy (Night),2024-03-21,18:59:41,65
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,19:14:42,67
Bedok,Partly Cloudy (Night),2024-03-21,19:14:42,79
Bishan,Partly Cloudy (Night),2024-03-21,19:14:42,17
Bukit Batok,Partly Cloudy (Night),2024-03-21,19:14:42,52
Bukit Merah,Partly Cloudy (Night),2024-03-21,19:14:42,47
Bukit Panjang,Partly Cloudy (Night),2024-03-21,19:14:42,37
Bukit Timah,Partly Cloudy (Night),2024-03-21,19:14:42,28
Changi,Partly Cloudy (Night),2024-03-21,19:14:42,258
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,19:14:42,47
City,Partly Cloudy (Night),2024-03-21,19:14:42,240
Clementi,Partly Cloudy (Night),2024-03-21,19:14:42,30
Geylang,Partly Cloudy (Night),2024-03-21,19:14:42,56
Hougang,Partly Cloudy (Night),2024-03-21,19:14:42,45
Jalan Bahar,Partly Cloudy (Night),2024-03-21,19:14:42,6
Jurong East,Partly Cloudy (Night),2024-03-21,19:14:42,30
Jurong Island,Partly Cloudy (Night),2024-03-21,19:14:42,1
Jurong West,Partly Cloudy (Night),2024-03-21,19:14:42,57
Kallang,Partly Cloudy (Night),2024-03-21,19:14:42,90
Lim Chu Kang,Partly Cloudy (Night),2024-03-21,19:14:42,1
Mandai,Partly Cloudy (Night),2024-03-21,19:14:42,6
Marine Parade,Partly Cloudy (Night),2024-03-21,19:14:42,26
Novena,Partly Cloudy (Night),2024-03-21,19:14:42,27
Pasir Ris,Partly Cloudy (Night),2024-03-21,19:14:42,50
Paya Lebar,Partly Cloudy (Night),2024-03-21,19:14:42,11
Pioneer,Partly Cloudy (Night),2024-03-21,19:14:42,6
Pulau Ubin,Partly Cloudy (Night),2024-03-21,19:14:42,1
Punggol,Partly Cloudy (Night),2024-03-21,19:14:42,47
Queenstown,Partly Cloudy (Night),2024-03-21,19:14:42,25
Seletar,Partly Cloudy (Night),2024-03-21,19:14:42,22
Sembawang,Partly Cloudy (Night),2024-03-21,19:14:42,36
Sengkang,Partly Cloudy (Night),2024-03-21,19:14:42,51
Sentosa,Partly Cloudy (Night),2024-03-21,19:14:42,11
Serangoon,Partly Cloudy (Night),2024-03-21,19:14:42,64
Sungei Kadut,Partly Cloudy (Night),2024-03-21,19:14:42,12
Tampines,Partly Cloudy (Night),2024-03-21,19:14:42,87
Tanglin,Partly Cloudy (Night),2024-03-21,19:14:42,29
Tengah,Partly Cloudy (Night),2024-03-21,19:14:42,5
Toa Payoh,Partly Cloudy (Night),2024-03-21,19:14:42,55
Tuas,Partly Cloudy (Night),2024-03-21,19:14:42,2
Woodlands,Partly Cloudy (Night),2024-03-21,19:14:42,67
Yishun,Partly Cloudy (Night),2024-03-21,19:14:42,67
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,19:29:43,74
Bedok,Partly Cloudy (Night),2024-03-21,19:29:43,82
Bishan,Partly Cloudy (Night),2024-03-21,19:29:43,26
Bukit Batok,Partly Cloudy (Night),2024-03-21,19:29:43,56
Bukit Merah,Partly Cloudy (Night),2024-03-21,19:29:43,81
Bukit Panjang,Partly Cloudy (Night),2024-03-21,19:29:43,36
Bukit Timah,Partly Cloudy (Night),2024-03-21,19:29:43,27
Central Water Catchment,Partly Cloudy (Night),2024-03-21,19:29:43,1
Changi,Partly Cloudy (Night),2024-03-21,19:29:43,293
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,19:29:43,55
City,Partly Cloudy (Night),2024-03-21,19:29:43,359
Clementi,Partly Cloudy (Night),2024-03-21,19:29:43,40
Geylang,Partly Cloudy (Night),2024-03-21,19:29:43,91
Hougang,Partly Cloudy (Night),2024-03-21,19:29:43,29
Jalan Bahar,Partly Cloudy (Night),2024-03-21,19:29:43,3
Jurong East,Partly Cloudy (Night),2024-03-21,19:29:43,23
Jurong Island,Partly Cloudy (Night),2024-03-21,19:29:43,2
Jurong West,Partly Cloudy (Night),2024-03-21,19:29:43,57
Kallang,Partly Cloudy (Night),2024-03-21,19:29:43,120
Mandai,Partly Cloudy (Night),2024-03-21,19:29:43,6
Marine Parade,Partly Cloudy (Night),2024-03-21,19:29:43,40
Novena,Partly Cloudy (Night),2024-03-21,19:29:43,18
Pasir Ris,Partly Cloudy (Night),2024-03-21,19:29:43,67
Paya Lebar,Partly Cloudy (Night),2024-03-21,19:29:43,20
Pioneer,Partly Cloudy (Night),2024-03-21,19:29:43,12
Pulau Ubin,Partly Cloudy (Night),2024-03-21,19:29:43,3
Punggol,Partly Cloudy (Night),2024-03-21,19:29:43,55
Queenstown,Partly Cloudy (Night),2024-03-21,19:29:43,26
Seletar,Partly Cloudy (Night),2024-03-21,19:29:43,26
Sembawang,Partly Cloudy (Night),2024-03-21,19:29:43,49
Sengkang,Partly Cloudy (Night),2024-03-21,19:29:43,55
Sentosa,Partly Cloudy (Night),2024-03-21,19:29:43,12
Serangoon,Partly Cloudy (Night),2024-03-21,19:29:43,67
Sungei Kadut,Partly Cloudy (Night),2024-03-21,19:29:43,17
Tampines,Partly Cloudy (Night),2024-03-21,19:29:43,87
Tanglin,Partly Cloudy (Night),2024-03-21,19:29:43,30
Tengah,Partly Cloudy (Night),2024-03-21,19:29:43,8
Toa Payoh,Partly Cloudy (Night),2024-03-21,19:29:43,55
Tuas,Partly Cloudy (Night),2024-03-21,19:29:43,3
Woodlands,Partly Cloudy (Night),2024-03-21,19:29:43,73
Yishun,Partly Cloudy (Night),2024-03-21,19:29:43,74
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,19:44:44,78
Bedok,Partly Cloudy (Night),2024-03-21,19:44:44,96
Bishan,Partly Cloudy (Night),2024-03-21,19:44:44,26
Boon Lay,Partly Cloudy (Night),2024-03-21,19:44:44,4
Bukit Batok,Partly Cloudy (Night),2024-03-21,19:44:44,79
Bukit Merah,Partly Cloudy (Night),2024-03-21,19:44:44,85
Bukit Panjang,Partly Cloudy (Night),2024-03-21,19:44:44,36
Bukit Timah,Partly Cloudy (Night),2024-03-21,19:44:44,37
Central Water Catchment,Partly Cloudy (Night),2024-03-21,19:44:44,1
Changi,Partly Cloudy (Night),2024-03-21,19:44:44,283
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,19:44:44,72
City,Partly Cloudy (Night),2024-03-21,19:44:44,384
Clementi,Partly Cloudy (Night),2024-03-21,19:44:44,38
Geylang,Partly Cloudy (Night),2024-03-21,19:44:44,88
Hougang,Partly Cloudy (Night),2024-03-21,19:44:44,55
Jalan Bahar,Partly Cloudy (Night),2024-03-21,19:44:44,3
Jurong East,Partly Cloudy (Night),2024-03-21,19:44:44,32
Jurong Island,Partly Cloudy (Night),2024-03-21,19:44:44,3
Jurong West,Partly Cloudy (Night),2024-03-21,19:44:44,47
Kallang,Partly Cloudy (Night),2024-03-21,19:44:44,130
Mandai,Partly Cloudy (Night),2024-03-21,19:44:44,4
Marine Parade,Partly Cloudy (Night),2024-03-21,19:44:44,32
Novena,Partly Cloudy (Night),2024-03-21,19:44:44,17
Pasir Ris,Partly Cloudy (Night),2024-03-21,19:44:44,75
Paya Lebar,Partly Cloudy (Night),2024-03-21,19:44:44,17
Pioneer,Partly Cloudy (Night),2024-03-21,19:44:44,7
Pulau Ubin,Partly Cloudy (Night),2024-03-21,19:44:44,1
Punggol,Partly Cloudy (Night),2024-03-21,19:44:44,57
Queenstown,Partly Cloudy (Night),2024-03-21,19:44:44,29
Seletar,Partly Cloudy (Night),2024-03-21,19:44:44,27
Sembawang,Partly Cloudy (Night),2024-03-21,19:44:44,57
Sengkang,Partly Cloudy (Night),2024-03-21,19:44:44,79
Sentosa,Partly Cloudy (Night),2024-03-21,19:44:44,14
Serangoon,Partly Cloudy (Night),2024-03-21,19:44:44,56
Sungei Kadut,Partly Cloudy (Night),2024-03-21,19:44:44,20
Tampines,Partly Cloudy (Night),2024-03-21,19:44:44,116
Tanglin,Partly Cloudy (Night),2024-03-21,19:44:44,33
Tengah,Partly Cloudy (Night),2024-03-21,19:44:44,4
Toa Payoh,Partly Cloudy (Night),2024-03-21,19:44:44,60
Tuas,Partly Cloudy (Night),2024-03-21,19:44:44,2
Woodlands,Partly Cloudy (Night),2024-03-21,19:44:44,79
Yishun,Partly Cloudy (Night),2024-03-21,19:44:44,80
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,19:59:44,83
Bedok,Partly Cloudy (Night),2024-03-21,19:59:44,108
Bishan,Partly Cloudy (Night),2024-03-21,19:59:44,23
Boon Lay,Partly Cloudy (Night),2024-03-21,19:59:44,1
Bukit Batok,Partly Cloudy (Night),2024-03-21,19:59:44,68
Bukit Merah,Partly Cloudy (Night),2024-03-21,19:59:44,91
Bukit Panjang,Partly Cloudy (Night),2024-03-21,19:59:44,29
Bukit Timah,Partly Cloudy (Night),2024-03-21,19:59:44,21
Changi,Partly Cloudy (Night),2024-03-21,19:59:44,311
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,19:59:44,50
City,Partly Cloudy (Night),2024-03-21,19:59:44,394
Clementi,Partly Cloudy (Night),2024-03-21,19:59:44,40
Geylang,Partly Cloudy (Night),2024-03-21,19:59:44,87
Hougang,Partly Cloudy (Night),2024-03-21,19:59:44,62
Jalan Bahar,Partly Cloudy (Night),2024-03-21,19:59:44,6
Jurong East,Partly Cloudy (Night),2024-03-21,19:59:44,24
Jurong Island,Partly Cloudy (Night),2024-03-21,19:59:44,3
Jurong West,Partly Cloudy (Night),2024-03-21,19:59:44,60
Kallang,Partly Cloudy (Night),2024-03-21,19:59:44,143
Mandai,Partly Cloudy (Night),2024-03-21,19:59:44,4
Marine Parade,Partly Cloudy (Night),2024-03-21,19:59:44,40
Novena,Partly Cloudy (Night),2024-03-21,19:59:44,30
Pasir Ris,Partly Cloudy (Night),2024-03-21,19:59:44,83
Paya Lebar,Partly Cloudy (Night),2024-03-21,19:59:44,17
Pioneer,Partly Cloudy (Night),2024-03-21,19:59:44,6
Pulau Ubin,Partly Cloudy (Night),2024-03-21,19:59:44,1
Punggol,Partly Cloudy (Night),2024-03-21,19:59:44,65
Queenstown,Partly Cloudy (Night),2024-03-21,19:59:44,30
Seletar,Partly Cloudy (Night),2024-03-21,19:59:44,22
Sembawang,Partly Cloudy (Night),2024-03-21,19:59:44,50
Sengkang,Partly Cloudy (Night),2024-03-21,19:59:44,75
Sentosa,Partly Cloudy (Night),2024-03-21,19:59:44,7
Serangoon,Partly Cloudy (Night),2024-03-21,19:59:44,73
Sungei Kadut,Partly Cloudy (Night),2024-03-21,19:59:44,18
Tampines,Partly Cloudy (Night),2024-03-21,19:59:44,92
Tanglin,Partly Cloudy (Night),2024-03-21,19:59:44,27
Tengah,Partly Cloudy (Night),2024-03-21,19:59:44,8
Toa Payoh,Partly Cloudy (Night),2024-03-21,19:59:44,72
Tuas,Partly Cloudy (Night),2024-03-21,19:59:44,7
Woodlands,Partly Cloudy (Night),2024-03-21,19:59:44,92
Yishun,Partly Cloudy (Night),2024-03-21,19:59:44,75
Ang Mo Kio,Partly Cloudy (Night),2024-03-21,20:14:45,87
Bedok,Partly Cloudy (Night),2024-03-21,20:14:45,93
Bishan,Partly Cloudy (Night),2024-03-21,20:14:45,18
Boon Lay,Partly Cloudy (Night),2024-03-21,20:14:45,2
Bukit Batok,Partly Cloudy (Night),2024-03-21,20:14:45,38
Bukit Merah,Partly Cloudy (Night),2024-03-21,20:14:45,58
Bukit Panjang,Partly Cloudy (Night),2024-03-21,20:14:45,33
Bukit Timah,Partly Cloudy (Night),2024-03-21,20:14:45,29
Central Water Catchment,Partly Cloudy (Night),2024-03-21,20:14:45,4
Changi,Partly Cloudy (Night),2024-03-21,20:14:45,292
Choa Chu Kang,Partly Cloudy (Night),2024-03-21,20:14:45,59
City,Partly Cloudy (Night),2024-03-21,20:14:45,243
Clementi,Partly Cloudy (Night),2024-03-21,20:14:45,36
Geylang,Partly Cloudy (Night),2024-03-21,20:14:45,86
Hougang,Partly Cloudy (Night),2024-03-21,20:14:45,53
Jalan Bahar,Partly Cloudy (Night),2024-03-21,20:14:45,4
Jurong East,Partly Cloudy (Night),2024-03-21,20:14:45,29
